场景路径,Section名称,轨道序号,轨道名称,轨道类型,剪辑数量
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_27,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_27,8,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,3,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,7,logic,8,4
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,13,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,1,dialog lines,1,5
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,6,facial (1),5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,7,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,8,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_09,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_09,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_09,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_09,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_09,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_09,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_09,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_as_hanako_wish,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,1,dialog lines,1,4
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,5,facial,5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,8,VFX,15,3
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,9,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,10,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,11,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,12,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,13,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,14,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,8,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_eye_glow,13,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,2,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,3,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,2,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_15,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,8,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_15,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_15,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_37,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_37,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_37,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_37,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_37,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_37,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_37,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_38,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_38,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_38,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_38,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_38,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_38,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_38,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_reminder_sit,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_reminder_help,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_reminder_dont_speak,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,02,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,8,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,3,idle,3,3
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,12,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_30,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_30,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_30,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_30,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_30,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_30,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_30,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_33,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_33,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_33,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_33,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_33,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_33,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_33,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,7,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,8,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,9,SFX,14,0
base\quest\testgym\meethanako.scenesolution,q115_00b_31,1,dialog lines,1,0
