场景路径,章节名称,轨道名称,轨道类型,Clip,Clip数量
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,guard_01,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,lookAt,6,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,guard_02,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,facial,5,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,idle,3,scnbeventsStopWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,animation,4,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,facial,5,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,facial,5,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,logic,8,scnbeventsAttachPropDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,logic,8,scnbeventsAttachPropDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,guard_02,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,guard_01,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,idle,3,scnbeventsStopWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,guard_02,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,guard_01,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,animation,4,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,idle,3,toolsAddIdleEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,animation,4,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,animation,4,toolsPlaySkAnimDescriptor,1
