场景路径,段落名称,轨道名称,轨道类型,剪辑序号,剪辑类型
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_revealed,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_revealed,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,3,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,lookAt,6,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_corporation,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,6,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,animation,4,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,facial,5,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,idle,3,3,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,logic,8,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,logic,8,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,SFX,14,1,toolsAudioEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,VFX,15,1,scnbeventsVFXDurationEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,SFX,14,1,toolsAudioEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose_preview,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose_preview,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose_preview,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_17,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_18,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_we_delta,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_reminder_sit,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_reminder_help,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_reminder_dont_speak,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_22,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,lookat_01,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,lookat_02,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_01,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_02,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_03,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lookat_03,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_23,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_24,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_25,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_25,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_bowing,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_bowing,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_26,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_bar,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sit,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sit,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sit,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_28,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_28,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_30,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_31,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_32,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_33,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_appear_elevator,animation,10,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_disappear_elevator,animation,10,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_disappear_drink,animation,10,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_appear_drink,animation,10,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_36,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_37,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_38,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_39,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_40,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_41,idle,3,1,scnbeventsStopWorkEvent
